20,1,1897.0,793.0,35.0,46.0,1,1,1.0
20,2,1198.0,927.0,24.0,36.0,1,3,1.0
20,3,667.0,1324.0,33.0,25.0,1,4,1.0
20,4,690.0,1135.0,32.0,44.0,1,2,1.0
21,1,1897.0,782.0,36.0,42.0,1,1,1.0
21,2,1196.0,912.0,34.0,46.0,1,3,1.0
21,3,668.0,1323.0,34.0,33.0,1,4,1.0
21,4,699.0,1156.0,33.0,42.0,1,2,1.0
22,1,1900.0,770.0,27.0,41.0,1,1,1.0
22,2,1208.0,900.0,32.0,40.0,1,3,1.0
22,3,663.0,1332.0,33.0,33.0,1,4,1.0
22,4,718.0,1180.0,37.0,34.0,1,2,1.0
23,1,1900.0,765.0,35.0,45.0,1,1,1.0
23,2,1208.0,896.0,39.0,44.0,1,3,1.0
23,3,657.0,1332.0,39.0,36.0,1,4,1.0
23,4,723.0,1183.0,39.0,39.0,1,2,1.0
24,1,1912.0,754.0,39.0,44.0,1,1,1.0
24,2,1223.0,889.0,41.0,37.0,1,3,1.0
24,3,641.0,1340.0,41.0,31.0,1,4,1.0
24,4,752.0,1210.0,26.0,42.0,1,2,1.0
25,1,1913.0,752.0,46.0,41.0,1,1,1.0
25,2,1223.0,888.0,49.0,31.0,1,3,1.0
25,3,636.0,1342.0,44.0,30.0,1,4,1.0
25,4,750.0,1213.0,28.0,47.0,1,2,1.0
26,1,1931.0,746.0,38.0,38.0,1,1,1.0
26,2,1244.0,882.0,40.0,30.0,1,3,1.0
26,3,625.0,1348.0,37.0,23.0,1,4,1.0
26,4,745.0,1235.0,29.0,45.0,1,2,1.0
27,1,1932.0,733.0,49.0,41.0,1,1,1.0
27,2,1260.0,874.0,42.0,34.0,1,3,1.0
27,3,612.0,1344.0,40.0,29.0,1,4,1.0
27,4,730.0,1258.0,42.0,39.0,1,2,1.0
28,1,1948.0,730.0,39.0,38.0,1,1,1.0
28,2,1266.0,871.0,41.0,32.0,1,3,1.0
28,3,610.0,1346.0,37.0,24.0,1,4,1.0
28,4,724.0,1259.0,38.0,39.0,1,2,1.0
29,1,1950.0,728.0,43.0,38.0,1,1,1.0
29,2,1268.0,870.0,46.0,31.0,1,3,1.0
29,3,604.0,1346.0,36.0,25.0,1,4,1.0
29,4,722.0,1262.0,40.0,40.0,1,2,1.0
30,5,776.0,1468.0,34.0,31.0,1,5,1.0
30,1,1967.0,716.0,33.0,42.0,1,1,1.0
30,2,1286.0,873.0,47.0,23.0,1,3,1.0
30,3,590.0,1349.0,40.0,33.0,1,4,1.0
30,4,713.0,1285.0,39.0,39.0,1,2,1.0
31,5,782.0,1460.0,27.0,38.0,1,5,1.0
31,1,1967.0,713.0,33.0,35.0,1,1,1.0
31,2,1300.0,873.0,39.0,29.0,1,3,1.0
31,3,588.0,1352.0,42.0,33.0,1,4,1.0
31,4,708.0,1290.0,36.0,38.0,1,2,1.0
32,5,784.0,1453.0,27.0,41.0,1,5,1.0
32,1,1971.0,714.0,28.0,34.0,1,1,1.0
32,2,1300.0,874.0,42.0,31.0,1,3,1.0
32,3,585.0,1349.0,39.0,42.0,1,4,1.0
32,4,704.0,1290.0,40.0,34.0,1,2,1.0
33,5,793.0,1444.0,35.0,38.0,1,5,1.0
33,2,1305.0,878.0,41.0,38.0,1,3,1.0
33,3,585.0,1363.0,31.0,32.0,1,4,1.0
33,4,690.0,1290.0,40.0,30.0,1,2,1.0
34,5,806.0,1436.0,37.0,33.0,1,5,1.0
34,2,1307.0,884.0,37.0,42.0,1,3,1.0
34,3,587.0,1362.0,33.0,42.0,1,4,1.0
34,4,675.0,1282.0,45.0,32.0,1,2,1.0
35,5,816.0,1424.0,42.0,34.0,1,5,1.0
35,2,1316.0,896.0,38.0,40.0,1,3,1.0
35,3,583.0,1363.0,33.0,44.0,1,4,1.0
35,4,662.0,1284.0,41.0,28.0,1,2,1.0
36,5,830.0,1413.0,40.0,32.0,1,5,1.0
36,2,1328.0,906.0,36.0,42.0,1,3,1.0
36,3,578.0,1364.0,38.0,44.0,1,4,1.0
36,4,670.0,1290.0,30.0,40.0,1,2,1.0
37,5,845.0,1401.0,35.0,38.0,1,5,1.0
37,2,1332.0,920.0,43.0,38.0,1,3,1.0
37,3,577.0,1366.0,39.0,43.0,1,4,1.0
37,4,679.0,1312.0,33.0,41.0,1,2,1.0
38,5,845.0,1395.0,36.0,37.0,1,5,1.0
38,2,1343.0,920.0,37.0,42.0,1,3,1.0
38,3,576.0,1366.0,35.0,36.0,1,4,1.0
38,4,690.0,1320.0,34.0,45.0,1,2,1.0
39,5,848.0,1391.0,31.0,37.0,1,5,1.0
39,2,1344.0,936.0,40.0,32.0,1,3,1.0
39,3,571.0,1367.0,37.0,28.0,1,4,1.0
39,4,696.0,1337.0,35.0,38.0,1,2,1.0
40,5,861.0,1374.0,31.0,34.0,1,5,1.0
40,2,1355.0,945.0,37.0,39.0,1,3,1.0
40,3,569.0,1358.0,35.0,34.0,1,4,1.0
40,4,724.0,1359.0,36.0,41.0,1,2,1.0
41,5,860.0,1370.0,36.0,42.0,1,5,1.0
41,2,1355.0,952.0,37.0,37.0,1,3,1.0
41,3,569.0,1354.0,34.0,42.0,1,4,1.0
41,4,728.0,1369.0,46.0,36.0,1,2,1.0
42,5,871.0,1375.0,38.0,28.0,1,5,1.0
42,2,1353.0,959.0,29.0,45.0,1,3,1.0
42,3,568.0,1339.0,27.0,39.0,1,4,1.0
42,4,763.0,1388.0,33.0,42.0,1,2,1.0
43,5,874.0,1375.0,38.0,28.0,1,5,1.0
43,2,1345.0,971.0,34.0,37.0,1,3,1.0
43,3,568.0,1333.0,28.0,39.0,1,4,1.0
43,4,767.0,1400.0,41.0,39.0,1,2,1.0
44,5,883.0,1376.0,41.0,31.0,1,5,1.0
44,2,1337.0,974.0,37.0,37.0,1,3,1.0
44,3,564.0,1320.0,26.0,38.0,1,4,1.0
44,4,780.0,1419.0,39.0,39.0,1,2,1.0
45,5,883.0,1376.0,40.0,31.0,1,5,1.0
45,2,1328.0,974.0,41.0,44.0,1,3,1.0
45,3,564.0,1315.0,26.0,38.0,1,4,1.0
45,4,790.0,1419.0,36.0,46.0,1,2,1.0
46,5,872.0,1380.0,40.0,33.0,1,5,1.0
46,2,1321.0,986.0,31.0,44.0,1,3,1.0
46,3,564.0,1304.0,24.0,38.0,1,4,1.0
46,4,803.0,1436.0,36.0,43.0,1,2,1.0
47,5,872.0,1384.0,31.0,36.0,1,5,1.0
47,2,1315.0,994.0,37.0,43.0,1,3,1.0
47,3,564.0,1297.0,27.0,39.0,1,4,1.0
47,4,803.0,1438.0,44.0,42.0,1,2,1.0
48,5,868.0,1398.0,28.0,40.0,1,5,1.0
48,2,1309.0,1007.0,31.0,45.0,1,3,1.0
48,3,564.0,1292.0,34.0,39.0,1,4,1.0
48,4,819.0,1441.0,41.0,33.0,1,2,1.0
49,5,863.81,1415.35,28.0,40.0,1,5,1.0
49,2,1300.0,1023.0,31.0,41.0,1,3,1.0
49,3,564.0,1283.0,33.0,37.0,1,4,1.0
49,4,831.0,1439.9,41.10000000000002,27.09999999999991,1,2,1.0
50,5,862.6,1424.49,24.769999999999982,37.1099999999999,1,5,1.0
50,2,1295.0,1023.0,33.0,47.0,1,3,1.0
50,3,569.0,1282.0,25.0,38.0,1,4,1.0
50,4,836.0,1443.5,41.89999999999998,28.5,1,2,1.0
51,5,860.44,1432.7,19.959999999999923,31.299999999999955,1,5,1.0
51,2,1283.0,1036.0,37.0,45.0,1,3,1.0
51,3,563.0,1270.0,32.0,44.0,1,4,1.0
51,4,836.8,1449.7,34.5,27.899999999999864,1,2,1.0
52,5,858.28,1435.12,20.889999999999986,25.730000000000018,1,5,1.0
52,2,1272.0,1052.0,43.0,35.0,1,3,1.0
52,3,556.0,1266.0,34.0,38.0,1,4,1.0
52,4,848.0,1451.4,32.0,19.59999999999991,1,2,1.0
53,5,856.11,1437.54,21.840000000000032,20.160000000000082,1,5,1.0
53,2,1264.0,1050.0,40.0,40.0,1,3,1.0
53,3,555.0,1254.0,33.0,34.0,1,4,1.0
53,4,847.9,1451.7,27.700000000000045,22.299999999999955,1,2,1.0
54,5,856.04,1433.98,22.769999999999982,20.99000000000001,1,5,1.0
54,2,1254.0,1059.0,46.0,35.0,1,3,1.0
54,3,554.0,1242.0,25.0,39.0,1,4,1.0
54,4,850.9,1446.7,26.399999999999977,25.200000000000045,1,2,1.0
55,5,857.89,1431.21,21.909999999999968,25.99000000000001,1,5,1.0
55,2,1248.0,1058.0,38.0,43.0,1,3,1.0
55,3,552.0,1236.0,29.0,34.0,1,4,1.0
55,4,859.8,1446.0,30.200000000000045,31.0,1,2,1.0
56,5,856.67,1431.66,23.00999999999999,26.439999999999827,1,5,1.0
56,2,1241.0,1072.0,42.0,38.0,1,3,1.0
56,3,543.0,1224.0,33.0,44.0,1,4,1.0
56,4,874.8,1429.0,25.200000000000045,37.0,1,2,1.0
57,5,855.45,1432.1,24.09999999999991,26.90000000000009,1,5,1.0
57,2,1232.0,1074.0,36.0,45.0,1,3,1.0
57,3,538.0,1215.0,34.0,36.0,1,4,1.0
57,4,873.6,1408.0,31.399999999999977,39.09999999999991,1,2,1.0
58,5,856.59,1434.11,25.199999999999932,27.350000000000136,1,5,1.0
58,2,1225.0,1084.0,43.0,39.0,1,3,1.0
58,3,540.0,1209.0,28.0,43.0,1,4,1.0
58,4,877.7,1396.0,28.299999999999955,43.59999999999991,1,2,1.0
59,5,864.08,1433.38,26.299999999999955,27.809999999999945,1,5,1.0
59,2,1216.0,1084.0,38.0,44.0,1,3,1.0
59,3,540.0,1198.0,26.0,36.0,1,4,1.0
59,4,877.3,1402.0,42.700000000000045,29.40000000000009,1,2,1.0
60,5,864.01,1436.68,27.399999999999977,28.25999999999999,1,5,1.0
60,2,1211.0,1093.0,41.0,39.0,1,3,1.0
60,3,540.0,1191.0,25.0,39.0,1,4,1.0
60,4,880.8,1407.0,38.40000000000009,32.09999999999991,1,2,1.0
61,5,881.63,1451.94,28.50999999999999,28.720000000000027,1,5,1.0
61,2,1196.0,1099.0,39.0,44.0,1,3,1.0
61,3,528.0,1176.0,36.0,42.0,1,4,1.0
61,4,904.1,1426.0,29.899999999999977,36.200000000000045,1,2,1.0
62,5,882.9,1455.35,17.610000000000014,29.170000000000073,1,5,1.0
62,2,1191.0,1110.0,44.0,36.0,1,3,1.0
62,3,527.0,1172.0,36.0,41.0,1,4,1.0
62,4,901.1,1438.0,26.899999999999977,43.299999999999955,1,2,1.0
63,5,874.0,1456.97,24.360000000000014,29.930000000000064,1,5,1.0
63,2,1186.0,1110.0,41.0,38.0,1,3,1.0
63,3,524.0,1168.0,35.0,37.0,1,4,1.0
63,4,904.2,1446.0,33.799999999999955,38.59999999999991,1,2,1.0
64,5,860.2,1460.38,31.120000000000005,30.289999999999964,1,5,1.0
64,2,1173.0,1118.0,43.0,27.0,1,3,1.0
64,3,522.0,1160.0,32.0,40.0,1,4,1.0
64,4,916.21,1466.11,35.09999999999991,30.800000000000182,1,2,1.0
65,5,844.1,1464.69,32.559999999999945,30.639999999999873,1,5,1.0
65,2,1159.0,1118.0,39.0,32.0,1,3,1.0
65,3,518.0,1154.0,38.0,42.0,1,4,1.0
65,4,925.0,1480.0,29.0,19.0,1,2,1.0
66,5,828.0,1469.0,34.0,31.0,1,5,1.0
66,2,1148.0,1123.0,36.0,37.0,1,3,1.0
66,3,513.0,1156.0,37.0,40.0,1,4,1.0
67,5,825.0,1472.0,38.0,27.0,1,5,1.0
67,2,1139.0,1134.0,38.0,41.0,1,3,1.0
67,3,508.0,1163.0,44.0,36.0,1,4,1.0
68,5,829.0,1474.0,27.0,25.0,1,5,1.0
68,2,1141.0,1136.0,35.0,42.0,1,3,1.0
68,3,507.0,1168.0,43.0,30.0,1,4,1.0
69,2,1139.0,1158.0,24.0,34.0,1,3,1.0
69,3,506.0,1171.0,36.0,37.0,1,4,1.0
70,2,1136.0,1171.0,31.0,41.0,1,3,1.0
70,3,504.0,1184.0,32.0,44.0,1,4,1.0
71,2,1136.0,1172.0,28.0,46.0,1,3,1.0
71,3,504.0,1200.0,31.0,35.0,1,4,1.0
72,2,1138.0,1190.0,31.0,40.0,1,3,1.0
72,3,500.0,1208.0,32.0,42.0,1,4,1.0
73,2,1136.0,1202.0,28.0,44.0,1,3,1.0
73,3,501.0,1222.0,26.0,42.0,1,4,1.0
74,2,1129.0,1212.0,35.0,44.0,1,3,1.0
74,3,494.0,1236.0,33.0,38.0,1,4,1.0
75,2,1132.0,1218.0,27.0,42.0,1,3,1.0
75,3,489.0,1242.0,35.0,34.0,1,4,1.0
76,2,1129.0,1231.0,30.0,45.0,1,3,1.0
76,3,484.0,1239.0,40.0,41.0,1,4,1.0
77,2,1133.0,1242.0,30.0,45.0,1,3,1.0
77,3,484.0,1241.0,40.0,31.0,1,4,1.0
78,2,1135.0,1249.0,39.0,43.0,1,3,1.0
78,3,481.0,1240.0,43.0,34.0,1,4,1.0
79,2,1137.0,1264.0,41.0,37.0,1,3,1.0
79,3,476.0,1242.0,33.0,32.0,1,4,1.0
80,2,1145.0,1264.0,35.0,37.0,1,3,1.0
80,3,475.0,1242.0,34.0,30.0,1,4,1.0
81,2,1147.0,1272.0,45.0,41.0,1,3,1.0
81,3,474.0,1248.0,35.0,24.0,1,4,1.0
82,2,1160.0,1277.0,38.0,45.0,1,3,1.0
82,3,468.0,1246.0,40.0,25.0,1,4,1.0
83,6,924.0,1466.0,34.0,34.0,1,44,1.0
83,2,1160.0,1289.0,40.0,39.0,1,3,1.0
83,3,465.0,1246.0,38.0,26.0,1,4,1.0
84,6,907.0,1472.0,34.0,27.0,1,44,1.0
84,2,1170.0,1292.0,38.0,43.0,1,3,1.0
84,3,470.0,1246.0,29.0,26.0,1,4,1.0
85,6,905.0,1474.0,33.0,25.0,1,44,1.0
85,2,1172.0,1293.0,38.0,45.0,1,3,1.0
85,3,467.0,1244.0,32.0,28.0,1,4,1.0
86,6,880.0,1460.0,36.0,36.0,1,44,1.0
86,2,1182.0,1308.0,41.0,39.0,1,3,1.0
86,3,463.0,1245.0,33.0,27.0,1,4,1.0
87,6,888.0,1448.0,34.0,35.0,1,44,1.0
87,2,1184.0,1314.0,46.0,41.0,1,3,1.0
87,3,458.0,1244.0,39.0,27.0,1,4,1.0
88,6,900.0,1455.0,36.0,30.0,1,44,1.0
88,2,1196.0,1321.0,39.0,43.0,1,3,1.0
88,3,462.0,1242.0,35.0,29.0,1,4,1.0
89,6,904.0,1452.0,40.0,26.0,1,44,1.0
89,2,1200.0,1326.0,32.0,43.0,1,3,1.0
89,3,460.0,1244.0,36.0,26.0,1,4,1.0
90,7,1749.0,0.0,23.0,12.0,1,6,1.0
90,6,921.0,1452.0,32.0,26.0,1,44,1.0
90,2,1203.0,1338.0,25.0,34.0,1,3,1.0
90,3,456.0,1244.0,38.0,26.0,1,4,1.0
91,6,923.0,1458.0,34.0,36.0,1,44,1.0
91,2,1202.0,1338.0,26.0,46.0,1,3,1.0
91,3,450.0,1238.0,42.0,30.0,1,4,1.0
92,6,920.0,1476.0,28.0,23.0,1,44,1.0
92,2,1200.0,1350.0,28.0,43.0,1,3,1.0
92,3,445.0,1232.0,35.0,35.0,1,4,1.0
93,6,921.0,1483.0,25.0,17.0,1,44,1.0
93,2,1200.0,1360.0,26.0,44.0,1,3,1.0
93,3,446.0,1227.0,34.0,33.0,1,4,1.0
94,2,1196.0,1370.0,30.0,41.0,1,3,1.0
94,3,442.0,1224.0,38.0,36.0,1,4,1.0
95,2,1184.0,1370.0,39.0,44.0,1,3,1.0
95,3,434.0,1222.0,36.0,38.0,1,4,1.0
96,2,1179.0,1382.0,34.0,43.0,1,3,1.0
96,3,428.0,1215.0,42.0,36.0,1,4,1.0
97,2,1175.0,1397.0,34.0,39.0,1,3,1.0
97,3,426.0,1208.0,34.0,36.0,1,4,1.0
98,2,1164.0,1407.0,38.0,43.0,1,3,1.0
98,3,423.0,1200.0,39.0,40.0,1,4,1.0
99,2,1160.0,1417.0,38.0,39.0,1,3,1.0
99,3,416.0,1198.0,38.0,42.0,1,4,1.0
100,2,1161.0,1434.0,26.0,36.0,1,3,1.0
100,3,408.0,1204.0,44.0,28.0,1,4,1.0
101,2,1160.0,1435.0,30.0,39.0,1,3,1.0
101,3,402.0,1205.0,37.0,28.0,1,4,1.0
102,2,1164.0,1435.0,26.0,47.0,1,3,1.0
102,3,400.0,1204.0,39.0,29.0,1,4,1.0
103,2,1165.0,1458.0,28.0,36.0,1,3,1.0
103,3,392.0,1208.0,42.0,34.0,1,4,1.0
104,2,1169.0,1463.0,30.0,36.0,1,3,1.0
104,3,386.0,1209.0,34.0,39.0,1,4,1.0
105,2,1170.0,1480.0,35.0,19.0,1,3,1.0
105,3,380.0,1224.0,40.0,35.0,1,4,1.0
106,2,1172.0,1480.0,33.0,19.0,1,3,1.0
106,3,374.0,1224.0,39.0,41.0,1,4,1.0
107,2,1193.0,1486.0,15.0,13.0,1,3,1.0
107,3,366.0,1230.0,44.0,39.0,1,4,1.0
108,3,362.0,1237.0,38.0,36.0,1,4,1.0
109,3,360.0,1242.0,40.0,36.0,1,4,1.0
110,3,358.0,1242.0,36.0,44.0,1,4,1.0
111,3,363.0,1256.0,31.0,38.0,1,4,1.0
112,3,364.0,1256.0,27.0,42.0,1,4,1.0
113,3,365.0,1266.0,33.0,40.0,1,4,1.0
114,3,368.0,1278.0,35.0,37.0,1,4,1.0
115,3,372.0,1278.0,32.0,44.0,1,4,1.0
116,3,378.0,1293.0,33.0,37.0,1,4,1.0
117,3,378.0,1296.0,38.0,43.0,1,4,1.0
118,3,388.0,1306.0,32.0,42.0,1,4,1.0
119,3,390.0,1324.0,28.0,33.0,1,4,1.0
120,3,392.0,1326.0,27.0,39.0,1,4,1.0
121,8,1534.0,0.0,44.0,14.0,1,7,1.0
121,3,393.0,1329.0,26.0,42.0,1,4,1.0
122,8,1568.0,0.0,32.0,13.0,1,7,1.0
122,3,384.0,1333.0,34.0,42.0,1,4,1.0
123,8,1590.0,0.0,38.0,32.0,1,7,1.0
123,3,372.0,1339.0,41.0,39.0,1,4,1.0
124,8,1597.0,16.0,27.0,36.0,1,7,1.0
124,3,363.0,1348.0,45.0,31.0,1,4,1.0
125,8,1588.0,29.0,32.0,43.0,1,7,1.0
125,3,349.0,1354.0,39.0,34.0,1,4,1.0
126,8,1590.0,38.0,28.0,41.0,1,7,1.0
126,3,342.0,1359.0,44.0,31.0,1,4,1.0
127,8,1592.0,54.0,38.0,31.0,1,7,1.0
127,3,330.0,1365.0,40.0,26.0,1,4,1.0
128,8,1608.0,48.0,38.0,29.0,1,7,1.0
128,3,314.0,1364.0,40.0,32.0,1,4,1.0
129,8,1630.0,28.0,30.0,42.0,1,7,1.0
129,3,301.0,1371.0,35.0,23.0,1,4,1.0
130,8,1629.0,18.0,42.0,38.0,1,7,1.0
130,3,294.0,1369.0,40.0,29.0,1,4,1.0
131,8,1648.0,0.0,28.0,28.0,1,7,1.0
131,3,281.0,1369.0,37.0,25.0,1,4,1.0
132,3,268.0,1363.0,39.0,31.0,1,4,1.0
133,3,258.0,1356.0,43.0,31.0,1,4,1.0
134,3,253.0,1353.0,35.0,35.0,1,4,1.0
135,3,242.0,1347.0,36.0,33.0,1,4,1.0
136,3,229.0,1338.0,43.0,34.0,1,4,1.0
137,3,225.0,1337.0,41.0,32.0,1,4,1.0
138,3,214.0,1328.0,42.0,35.0,1,4,1.0
139,3,207.0,1320.0,37.0,38.0,1,4,1.0
140,3,200.0,1310.0,42.0,38.0,1,4,1.0
141,3,192.0,1298.0,40.0,33.0,1,4,1.0
142,3,186.0,1284.0,32.0,42.0,1,4,1.0
143,3,188.0,1273.0,24.0,39.0,1,4,1.0
144,3,188.0,1266.0,25.0,35.0,1,4,1.0
145,3,184.0,1244.0,27.0,36.0,1,4,1.0
146,3,182.0,1237.0,30.0,40.0,1,4,1.0
147,9,1458.0,24.0,34.0,39.0,1,45,1.0
147,3,172.0,1224.0,36.0,35.0,1,4,1.0
148,9,1438.0,34.0,36.0,29.0,1,45,1.0
148,3,164.0,1218.0,36.0,41.0,1,4,1.0
149,9,1431.0,34.0,43.0,26.0,1,45,1.0
149,3,157.0,1215.0,43.0,33.0,1,4,1.0
150,9,1422.0,18.0,34.0,38.0,1,45,1.0
150,3,146.0,1208.0,36.0,38.0,1,4,1.0
151,9,1400.0,0.0,34.0,32.0,1,45,1.0
151,3,134.0,1205.0,44.0,33.0,1,4,1.0
152,9,1404.0,0.0,14.0,20.0,1,45,1.0
152,3,130.0,1201.0,36.0,33.0,1,4,1.0
153,3,120.0,1192.0,42.0,36.0,1,4,1.0
154,3,116.0,1181.0,35.0,38.0,1,4,1.0
155,3,114.0,1177.0,37.0,37.0,1,4,1.0
156,3,110.0,1164.0,29.0,33.0,1,4,1.0
157,3,109.0,1153.0,26.0,39.0,1,4,1.0
158,3,109.0,1147.0,23.0,31.0,1,4,1.0
159,10,1265.0,0.0,38.0,24.0,1,46,1.0
159,3,109.0,1141.0,26.0,37.0,1,4,1.0
160,10,1277.0,0.0,35.0,34.0,1,46,1.0
160,3,110.0,1130.0,30.0,39.0,1,4,1.0
161,10,1301.0,6.0,39.0,30.0,1,46,1.0
161,3,110.0,1120.0,30.0,34.0,1,4,1.0
162,10,1330.0,13.0,38.0,33.0,1,46,1.0
162,3,111.0,1116.0,27.0,38.0,1,4,1.0
163,10,1346.0,34.0,31.0,35.0,1,46,1.0
163,3,110.0,1112.0,28.0,42.0,1,4,1.0
164,10,1360.0,60.0,28.0,33.0,1,46,1.0
164,3,102.0,1112.0,34.0,42.0,1,4,1.0
165,10,1370.0,81.0,26.0,31.0,1,46,1.0
165,3,95.0,1116.0,42.0,37.0,1,4,1.0
166,10,1369.0,83.0,25.0,43.0,1,46,1.0
166,3,91.0,1120.0,46.0,33.0,1,4,1.0
167,10,1358.0,115.0,28.0,33.0,1,46,1.0
167,3,80.0,1122.0,39.0,26.0,1,4,1.0
168,10,1342.0,136.0,34.0,36.0,1,46,1.0
168,3,66.0,1120.0,38.0,25.0,1,4,1.0
169,10,1332.0,141.0,38.0,44.0,1,46,1.0
169,3,56.0,1117.0,42.0,29.0,1,4,1.0
170,10,1296.0,166.0,45.0,29.0,1,46,1.0
170,3,46.0,1118.0,38.0,25.0,1,4,1.0
171,10,1249.0,184.0,41.0,30.0,1,46,1.0
171,3,26.0,1113.0,41.0,28.0,1,4,1.0
172,10,1230.0,191.0,38.0,35.0,1,46,1.0
172,3,24.0,1110.0,39.0,33.0,1,4,1.0
173,10,1218.0,197.0,44.0,33.0,1,46,1.0
173,3,20.0,1107.0,43.0,33.0,1,4,1.0
174,10,1208.0,206.0,35.0,34.0,1,46,1.0
174,3,15.0,1103.0,37.0,37.0,1,4,1.0
175,10,1210.0,236.0,25.0,42.0,1,46,1.0
175,3,5.0,1104.0,43.0,30.0,1,4,1.0
176,10,1210.0,253.0,34.0,35.0,1,46,1.0
176,3,2.0,1107.0,32.0,24.0,1,4,1.0
177,10,1236.0,284.0,32.0,40.0,1,46,1.0
177,3,0.0,1104.0,22.0,26.0,1,4,1.0
178,10,1240.0,300.0,34.0,36.0,1,46,1.0
178,3,0.0,1100.0,21.0,28.0,1,4,1.0
179,10,1244.0,328.0,32.0,39.0,1,46,1.0
180,10,1222.0,338.0,37.0,37.0,1,46,1.0
